airline,tokens,airline_sentiment,positive
United,"['@unit', '@simonroesn', 'need', 'upgrad', 'seat', 'even', 'economi', 'plu', 'like', 'sit', 'concret', 'bench']",negative,0
Southwest,"['@southwestair', ""i'm"", 'a-list', 'prefer', 'custom', 'loyal', 'swa', 'howev', 'inflight', 'wifi', 'better', 'today', '4', 'year', 'ago']",negative,0
Delta,"['@jetblu', 'supervisor', 'avail', 'anyth']",negative,0
American,"['@americanair', 'fuck', 'suck']",negative,0
US Airways,"['@usairway', 'point', 'told', 'sold', 'voucher', 'fast', 'enough']",negative,0
US Airways,"['@usairway', 'give', 'free', 'baggag', 'mess']",negative,0
United,"['@unit', 'staff', 'laguardia', 'lago', 'nigeria', 'unprofession', 'uncar', 'help', 'ou']",negative,0
United,"['@unit', 'guy', 'suck', 'delay', 'flight', ""can't"", 'hold', 'connector', '10', 'minut', '#worstairlineev']",negative,0
Delta,"['@jetblu', ""today'"", 'jetblu', 'flight', '918', 'nyc', '->', 'bo', 'delay', 'app', 'say', 'time', 'websit', 'say', '...']",negative,0
United,"['@unit', 'chang', 'depart', '1:45', '2:00', 'pm', '1:40', 'pm', 'capt', 'got', 'plane', 'find', 'smoothi', '2pm', 'ass', '!', '!', '!']",negative,0
United,"['@unit', 'pt', 'u', 'cancel', 'flight', '!', 'final', 'got', 'stndbi', '4', '1pm', 'flight', 'day', '!', '#missedwork', '#clientnothappi', 'http://t.co/suprlfoi8t']",negative,0
American,"['@americanair', 'happen', 'us', 'matter', '...', 'respons', 'matter', 'way', 'drop', 'ball', 'aa']",negative,0
United,"['@unit', 'poor', 'cabin', 'luggag', 'servic', 'ua1266', 'bo', 'forc', 'check', 'even', 'empti', 'space', 'bag', 'overhead', '!']",negative,0
American,"['@americanair', 'load', 'luggag', 'plane', 'hour', 'delay', '#flight293']",negative,0
American,"['@americanair', 'flight', 'us1562', 'ric', '2dfw', 'cancel', 'flightl', 'yesterday', 'hold', 'w', 'cust', 'servic', '6-10', 'pm', 'est', '...', '4', 'hour', 'answer', '...']",negative,0
United,"['@unit', 'well', 'consid', 'everi', 'agent', 'claim', 'unabl', 'help', 'everyth', 'els', 'wast', 'time', 'hear', 'call', 'corp']",negative,0
US Airways,"['@usairway', 'damn', 'delay']",negative,0
Delta,"['@jetblu', 'miss', 'connect', 'transport', 'puerto', 'rico', 'result', 'need', 'get', 'viequ', 'today']",negative,0
American,"['@americanair', 'give', 'us', 'number', 'call', 'instead', 'empti', 'email', 'sinc', 'work']",negative,0
United,"['@unit', 'bag', 'state', 'travel', 'airport', 'fli', 'look', 'like', ""it'll"", 'never', 'show']",negative,0
Delta,"['@jetblu', 'got', 'txt', '40min', 'sched', 'dpt', 'say', 'plane', 'arriv', 'jfk', 'late', 'flightr', 'txt', 'w', 'dpt', 'gate', 'chang', '9:04', 'dpt', '7:40', 'flight']",negative,0
US Airways,"['@usairway', 'thx', 'delay', 'checkin', 'noon', 'flt', 'mia', 'forc', 'take', 'late', 'flightr', 'flt', 'delay', 'cinci', 'miami', '13', 'hr', '!', '#fast']",negative,0
United,"['@unit', 'still', 'receiv', 'respons', 'pleas', 'direct', 'messag', 'contact', 'inform']",negative,0
Southwest,"['@southwestair', '@poisonpill76', 'im', 'boat', '..', '8am', 'flight', 'jacksonvil', '...', 'get', '!', '!']",negative,0
US Airways,"['@usairway', 'ye', 'horribl', 'snow', 'serious', 'hire', 'peopl', 'answer', 'phone', 'competitor', 'call', 'back', 'number']",negative,0
United,"['@unit', 'wonder', 'bag', 'claim', 'peopl', 'final', 'bag', 'catch', 'earlier', 'flight', 'origin', 'flight', 'land', '#wastedtim']",negative,0
United,"['@unit', 'urgenc', 'ridicul', 'ceo', 'claim', 'custom', 'focus', 'yet', 'delay', 'happen', 'plane', 'sit', 'custom']",negative,0
United,"['@unit', 'websit', 'flight', 'book', 'problem', 'experi', 'obnoxi', 'upsell-laden', 'disast', 'anyon', 'half', 'brain']",negative,0
American,"['@americanair', 'pillow', 'blanket', 'flight', 'home', '40', 'peopl', 'bad', 'thing', 'hair']",negative,0
US Airways,"['@usairway', 'half', 'ass', 'plane', 'fall', 'apart', 'one', 'tell', 'famili', 'love', '!', '#dobett', 'http://t.co/ua6doua34l']",negative,0
American,"['@americanair', 'answer', 'fast', 'mean', 'hang', 'everi', 'call']",negative,0
Delta,"['@jetblu', 'thank', 'updat', 'http://t.co/k7ubotmr1r']",positive,1
Delta,"['@jetblu', '4', 'hour', 'polici', 'call', 'said', 'report', 'soon', 'enough', 'would', 'chang', 'notic', 'sooner']",negative,0
US Airways,"['@usairway', 'blame', 'weather', 'rep', 'counter', 'cost', 'entir', 'day', 'weather', 'print', 'board', 'pass', 'late', 'flight', '#takerespons']",negative,0
Delta,"['@jetblu', ""c'mon"", ""flight'"", 'delay', 'annnnnd', ""can't"", 'give', 'pick', '!', ""i'm"", 'tweet', '@unit', '@delta', '...']",negative,0
American,"['@americanair', 'cancel', 'flightl', '7', 'flight', 'tomorrow', 'inform', 'today', 'book', 'one', '2', 'day', 'custom', 'servic']",negative,0
American,"['@americanair', 'connect', 'custom', 'servic', 'rep', ""i'd"", 'rather', 'speak', 'person', 'comput', 'thank', '!']",negative,0
Delta,"['@jetblu', 'credit', 'right', 'account', 'instead', 'separ', 'sign', 'seem', 'pretti', 'ridicul']",negative,0
United,"['@unit', 'flight', '395', 'roll', 'delay', '1', 'hour', '42', 'minut']",negative,0
United,"['@unit', 'new', 'flight', 'window', 'kind', 'tick', 'pick', 'aisl', 'seat', 'hate', 'window', 'seat', '#annoy', '#epicfail']",negative,0
United,"['@unit', 'ord', 'hotel', 'issu', '4yr', 'old', 'ticket', 'need', 'fix', 'anoth', 'hour', '5', 'agent', 'l8r', 'nightmar', 'still']",negative,0
United,"['@unit', 'would', 'appreci', 'respons', 'regard', 'pressur', 'failur', 'flight', '1109', 'seem', 'respond', 'less', 'seriou', 'issu']",negative,0
American,"['@americanair', 'flight', 'get', 'cancel', 'flightl', 'abl', 'reschedul', 'date', 'want', 'next', 'day', '2', 'day']",negative,0
Southwest,"['@southwestair', 'one', 'call', 'know', 'anyth', ""i'm"", 'wonder', 'get', '#destinationdragon']",negative,0
Delta,"['@jetblu', 'still', 'respons', 'ceo', 'guess', 'oscar', 'bet', 'flight', 'time', '#justwrong']",negative,0
Delta,"['@jetblu', 'thank', 'much', ""can't"", 'wait', 'fli', 'guy', ':)']",positive,1
Delta,"['@jetblu', 'sure', 'go', 'south', 'breakfast', 'though', '!', 'delay', 'three', 'hour', ':(', ':(', ':(']",negative,0
United,"['@unit', 'lack', 'custom', 'centric', 'us', 'astound']",negative,0
United,"['@unit', 'disappoint', 'learn', 'charg', '200', 'use', '20k', 'mile', 'upgrad', 'ps', 'jfk', 'flight', 'look', 'altern']",negative,0
United,"['@unit', 'last', 'week', 'shanghai', 'sfo', '858', 'delay', '5hr', 'bc', 'engin', 'today', 'sfo-sea', 'delay', 'sick', 'pilot', 'compens', 'care']",negative,0
Delta,"['@jetblu', 'learn', 'awesom', 'twitter', 'manag', 'today', 'social', 'media', 'market', 'class', '!', 'keep', 'good', 'work', '!', '@sxu', '@phd_mama_']",positive,1
Delta,"['@jetblu', 'hard', 'younger', 'sibl', 'cousin', 'want', 'go', 'airplan', 'get', 'better']",negative,0
Southwest,"['@southwestair', 'first', 'call', 'got', 'drop', 'wait', '15', 'min', 'second', 'ran', 'time', 'tri', 'late', 'flightr', 'way', 'onlin']",negative,0
US Airways,"['@usairway', 'never', 'travel', 'us', 'airway', 'flew', 'la', 'dc', 'last', 'night', '2nd', 'time', 'airlin', 'bag', 'arriv']",negative,0
American,"['@americanair', 'hour', 'baggag', 'carousel', 'still', 'luggag', 'nail', 'coffin']",negative,0
American,"['@americanair', 'understand', 'need', 'drain', 'lavatori', 'fear', 'freez', 'polici', 'check', 'board', 'smh', 'come', '...']",negative,0
Delta,"['@jetblu', 'awww', 'thank', 'b6', '!', 'glad', 'hear', '!', 'made', 'day', '!', 'one', 'last', 'question', 'idea', 'tail', 'oper', 'flt', '606', '2maro', ':)']",positive,1
Delta,"['@jetblu', 'one', 'way', 'let', 'select', 'citi', '...', 'strang', '...', 'fair', 'look', 'normal']",negative,0
United,"['@unit', 'nope', 'told', 'us', 'time', 'go', 'home', 'sleep', 'airport', 'even', 'though', 'assur', 'us', 'would', 'get', 'room', '...']",negative,0
US Airways,"['@usairway', 'top', 'check', 'bag', 'wait', '30', 'min', 'bag', 'come', 'baggag', 'claim', 'thank', 'wast', 'time']",negative,0
Southwest,"['@southwestair', 'second', 'time', 'row', 'receiv', 'text', 'updat', 'flight', 'time', 'chang', 'offer', 'use']",negative,0
United,"['@unit', 'ua1740', '4.5', 'hr', 'mechan', 'delay', 'get', '50', 'voucher', 'tweet', 'book', 'next', 'trip', 'ua']",negative,0
American,"['@americanair', 'fantast', 'thank', '!', 'tri', 'tweet', 'photo', 'view', ':)']",positive,1
United,"['@unit', 'fact', 'intern', 'bag', 'sens', ""what'"", 'go', 'mainten']",negative,0
Delta,"['@jetblu', 'free', 'wifi', '#impress', '#flyfi', 'http://t.co/t1rypzebc8']",positive,1
US Airways,"['@usairway', 're-accommod', 'number', 'lisa', 'liza', 'raleigh', 'help']",positive,1
United,"['@unit', 'protect', 'flight', 'gate', 'agent', 'kerri', 'la', 'also', 'excel', 'job', 'get', 'destin', 'today', 'thank', '!']",positive,1
United,"['@unit', 'bag', 'yet', 'palm', 'spring', 'airport', 'lax', 'come', 'beat', 'bag']",negative,0
US Airways,"['@usairway', 'got', 'messag', 'site', 'call', 'flight', 'gave', 'hold', '3', 'hour', '!', 'http://t.co/5cdx2roae6']",negative,0
US Airways,"['@usairway', '@americanair', '@gma', 'could', 'wors', 'airlin', 'experi', 'rude', 'unhelp', 'got', 'yell', '😳', '@jetblu', 'need', 'help']",negative,0
Southwest,"['@southwestair', 'want', 'thank', 'great', 'effort', 'jami', 'mckinni', 'buf', 'true', 'pro', '!', 'major', 'delay', 'own', '!', '#rais']",positive,1
US Airways,"['@usairway', 'done', ':)']",positive,1
Southwest,"['@southwestair', 'go', 'inconsist', 'enforc', 'rule', ""i'd"", 'prefer', 'randomli', 'take', 'freq', 'flyer', 'obey']",negative,0
American,"['@americanair', ""what'"", 'statu', 'dfw', 'ticket', 'agent', 'gate', 'a9', 'rude', 'unhelp']",negative,0
US Airways,"['@usairway', 'alway', 'fun', 'get', 'screw', 'earlier', 'flight', 'full', '#crummyservic', '#whydidntiflysouthwest', '#goodluckamericanair']",negative,0
American,"['@americanair', 'usual', 'next', 'flight', 'show', 'time', 'suppos', 'leav', '5', 'minut', 'board']",negative,0
Southwest,"['@southwestair', 'anoth', 'great', 'flight', 'crew', 'la', 'vegas-chicago', '#3397', 'thank', '!']",positive,1
Delta,"['@jetblu', '#1408', 'iad', 'jfk', 'still', 'board', ""what'"", ""today'"", 'excus', 'gonna', 'get', 'work']",negative,0
Virgin America,"['@virginamerica', '@ladygaga', '@carrieunderwood', 'love', 'three', 'realli', ""can't"", 'beat', 'classic', '!']",positive,1
United,"['@unit', 'unhappi', ""united'"", 'servic', 'read', 'ralph', ""nader'"", 'open', 'letter', ""ual'"", 'ceo', 'leav', 'comment', 'rt', 'http://t.co/o0745apiau']",negative,0
United,"['@unit', 'hope', 'nicer', 'flight', 'time', 'tri', 'thing', 'right', 'sold', 'ticket', 'connet']",negative,0
Southwest,"['@southwestair', 'thank', '!', '#thank', '#feelingtheluv']",positive,1
United,"['@unit', 'brother', 'luggag', 'lost', 'copa', 'airlin', 'flight', '635', ""he'"", 'compet', 'sunday', '2015', 'panamerican', 'cross', 'countri', 'cup', 'pleas', 'help']",negative,0
American,"['@americanair', 'yet', 'plenti', 'avail', 'aa', 'agent', 'gate', 'nearbi', 'say', 'unabl', 'help', 'custom', 'flight']",negative,0
US Airways,"['@usairway', 'comin', 'clutch', 'send', 'charlott', 'home', 'h8', 'u', '@americanair', 'except', 'wayn', 'u', 'real', 'g', '#thankjesu', '#thankm']",negative,0
United,"['@unit', '50', 'minut', 'wait', 'time', 'help', 'cancel', 'flightl', 'flight', 'help', 'guy']",negative,0
US Airways,"['@usairway', 'thank', 'make', 'check', 'bag', 'space', 'empti', 'flight', 'attend', 'dirti', 'look', 'http://t.co/9rx5homm25']",negative,0
US Airways,"['@usairway', '@traveloneworld', '..', 'utterli', 'frustrat', '4', 'hour', 'hold', 'call', 'disconnect', 'need', 'amend', 'flight', 'book', 'problem', 'help', '!', 'ow', 'emerald']",negative,0
American,"['@americanair', 'respons', 'flight', 'montros', 'cancel', 'flightl']",negative,0
Delta,"['love', '!', 'rt', '@jetblu', 'fleet', '’', 'fleek', 'http://t.co/hi6fl1ax9']",positive,1
United,"['@unit', 'let', 'think', ""i'v"", 'ever', 'flown', 'problem', 'worst', 'airlin', 'period']",negative,0
United,"['@unit', 'truli', 'drunk', 'uncl', 'board', 'believ', 'gate', 'agent', 'overhead', 'full', 'reserv', 'aisl', 'http://t.co/cdzhtyd0ak']",negative,0
American,"['@americanair', 'narrowli', 'made', 'standbi', '...', 'lot', 'snag', 'trip', '!']",negative,0
American,"['@americanair', '@expedia', 'kill', '3', 'hour', 'get', 'human', 'help']",negative,0
United,"['@unit', 'without', 'baggag', '5', 'day', ""can't"", 'get', 'updat', 'houston', 'airport', 'sinc', 'monday', 'worst', 'servic', 'ever', '!']",negative,0
United,"['@unit', 'flight', '472', 'ord', 'let', 'know', 'found', 'via', 'app', 'minut', 'land', 'aw', 'flight', 'http://t.co/dqjl8vz2h2']",negative,0
American,"['@americanair', 'final', 'final', 'destin', 'w', 'extra', 'signific', 'travel', 'expens', 'miss', 'work', 'resolv', 'experi']",negative,0
Southwest,"['@southwestair', 'fun', 'delay', 'nashvil', 'la', 'vega', 'crew', 'gate', 'c9', 'desk', 'awesom', '!', '#patienc', '#luvswa']",positive,1
Southwest,"['@southwestair', 'first', 'good', 'idea', 'thatthi', 'would', 'happen', 'cancel', 'flight', 'earlier', 'amateurish', 'plan']",negative,0
United,"['@unit', 'let', 'us', 'know', 'advanc', 'reboot', 'ye', ':)', 'thank', 'attent', '!']",positive,1
American,"['@americanair', 'fix', 'engin', 'flight', 'aa3031so', 'spend', 'night', 'airport', 'fli', 'home', 'tomorrow']",negative,0
US Airways,"['@usairway', 'us', 'air', 'asham', 'servic', 'hold', 'hour', 'help', 'repres', 'reschedul', 'due', 'weather']",negative,0
US Airways,"['@usairway', 'still', 'hold', '...', '1', 'hr', '27', 'min', '...', 'thank', 'god', 'chairman', 'statu', 'statu', 'match', '@delta']",negative,0
American,"['@americanair', 'fli', 'ft', 'lauderdal', 'fl', 'seattl', 'wa', '02/28', '2015', '03/03', '2015', 'want', 'honor', 'flight']",negative,0
Southwest,"['@southwestair', 'pleas', 'hire', 'effici', 'consult', 'manag', 'phx', 'baggag', 'checkin', 'way', 'mani', 'open', 'kiosk', '100', 'ppl', 'wait']",negative,0
Delta,"['@jetblu', 'sun', 'suppos', 'mon', '6pm', 'today', '11', '3', '6', '8']",negative,0
Southwest,"['@southwestair', 'agent', 'one', 'rude', 'unhelp', 'prompt', 'initi', 'tweet', 'easi', 'fix']",negative,0
Delta,"['@jetblu', ""what'"", 'broken', 'tv', 'seat', '6f', 'flight', '1818', 'today', 'plan', 'catch', '@cav', 'game', '!', '!', '!', 'nooooo']",negative,0
Delta,"['@jetblu', 'thought', 'mosaic', 'member', 'perk', 'best', 'part', 'instead', 'check', 'extra', '5lb', ""i'm"", 'carri', '😒']",negative,0
Delta,"['@jetblu', 'lost', 'busi', 'enjoy', 'profit']",negative,0
Southwest,"['@southwestair', '@twitter', 'outstand', 'custom', 'servic', '!', 'thank', '!']",positive,1
American,"['@americanair', 'tri', 'book', 'rwrd', 'told', 'couldnt', 'bought', 'tix', 'usair', 'aa-no', 'choic', 'bother', 'aadv', 'svc', '...']",negative,0
Delta,"['@jetblu', 'ye', 'best', 'case', 'scenario', 'get', 'gear', 'late', 'flight', 'friday', 'earli', 'saturday', 'camp', 'start', '6am', 'tomorrow', '#toolittletool', 'flight']",negative,0
American,"['@americanair', '@seguinej', 'aa', 'joke', 'right', 'line', 'even', 'accept', 'call', 'right', 'hang']",negative,0
Southwest,"['@southwestair', '3', 'flight', 'cancel', 'flightl', 'today', 'hold', 'hour', '!']",negative,0
Delta,"['@jetblu', 'note', 'perfectli', 'fine', 'attitud', 'deal', 'flyer', 'stubborn', 'demand', 'unwil', 'accommod']",negative,0
US Airways,"['@usairway', '@mrrenevendez', ""i'v"", 'tri', 'contact', '24', 'hour', 'alreadi', '!', 'yesterday', 'wait', '7', 'hour', 'today', '5', '!', 'http://t.co/gn30p75kqb']",negative,0
American,"['@americanair', ""i'd"", 'love', 'take', 'seat', 'appear', 'though', 'someon', 'alreadi', '#disappoint', '#upgradem', '#wtf', 'http://t.co/9gx5mmmubb']",negative,0
US Airways,"['@usairway', '7', 'pm', '!', 'still', 'bag', '..']",negative,0
US Airways,"['@usairway', 'fli', 'high', 'thank', '!']",positive,1
US Airways,"['@usairway', 'yet', 'flight', 'attend', 'argu', 'exec', 'plat', 'benefit', '...']",negative,0
US Airways,"['@usairway', 'hello', '!', 'never', 'receiv', 'confirm', 'code', 'flight', 'though', 'confirmed--so', 'say', 'autom', 'repli', 'idea']",negative,0
American,"['@americanair', 'realli', 'asham', 'entir', 'busi', 'class', 'cabin', 'empti', 'almost', 'first', 'class', '...']",negative,0
Southwest,"['@southwestair', ""can't"", 'find', 'cheap', 'flight', 'dc', 'st', 'loui', 'price', 'went', 'like', 'crazi', 'april', 'weekend', '!']",negative,0
Delta,"['@jetblu', 'issu', 'mobil', 'board', 'pass', 'app', 'keep', 'crash', 'tri', 'access', 'thank', '!']",negative,0
Southwest,"['@southwestair', 'got', 'help', 'nice', 'ladi', 'phone', 'georgia', 'thank', '!']",positive,1
Southwest,"['@southwestair', 'hold', 'rebook', 'flight', 'cmh', '1.5', 'hr', 'rebook', 'websit', 'crash']",negative,0
American,"['@americanair', ""that'"", ""i'm"", 'ask', 'except', 'staffer', 'move', 'last', 'minut', ""we'r"", 'nonprofit', 'lose', '400', 'want', 'chang', 'ticket']",negative,0
United,"['@unit', 'thank', 'lea', 'chicago', 'offic', 'help', 'switch', 'cancel', 'flight', 'flight', '!', '!']",positive,1
American,"['@americanair', 'long', 'mait', 'repair', 'wait', 'gate', 'capt', 'said', 'paperwork', 'formal', 'forc', 'check', 'bag', 'rudely-return', 'cc', 'reader', 'work']",negative,0
Delta,"['@jetblu', 'ye', 'file', 'claim', 'issu', '30', 'credit', 'courtesi', 'whole', 'thing', 'seem', 'except', 'uncourt']",negative,0
US Airways,"['@usairway', 'deni', 'standbi', 'bc', 'check', 'bag', 'cvg', '5163', 'phl', '6', '..', 'take', 'delay', '3751', '4', 'hr', 'late', 'flightr', '...', 'except', 'u', 'lost', 'bag', 'cvg']",negative,0
American,"['@americanair', '@patrichruben', 'profit', 'maxim', 'top', 'prioriti', 'noth', 'els', 'even', 'regist', 'dinosaur']",negative,0
American,"['@americanair', 'anoth', 'gener', 'respons', 'guy', 'cmon', 'terribl', 'actual', 'help', 'person', 'rude', 'employe', 'lax']",negative,0
US Airways,"['@usairway', 'thank', 'seat', 'reclin', ""i'm"", 'shock', ""i'm"", 'ask', 'serv', 'everyon', 'drink', 'plane', '#dobett']",negative,0
US Airways,"['@usairway', 'delay', 'flight', 'wilmington', 'made', 'miss', 'flight', 'charlott', 'figur', 'take', 'arriv', 'time']",negative,0
US Airways,"['@usairway', '1-2', '!', 'rock', 'hit', 'plane', '!', 'delay', '!', 'never', 'easi', 'day', 'us', 'airway', '!', 'ya', 'never', 'fail', 'let', '!']",negative,0
American,"['@americanair', 'pleas', 'fix', 'mobil', 'desktop', 'site', 'allow', 'canadian', 'select', 'passeng', 'check', 'thank']",negative,0
US Airways,"['@usairway', 'flight', 'cancel', 'flightl', 'chao', 'abound', 'good', 'humour', 'pleas', 'give', 'free', 'everyth', 'appeas']",negative,0
American,"['@americanair', 'robocal', 'anoth', 'cancel', 'flightat', '’', 'accept', 'chang', '’', 'let', 'connect', 'agent', 'wow']",negative,0
Virgin America,"['@virginamerica', '@chrysichrys', 'assist', 'yesterday', 'u', 'cancel', 'flightl', 'flight', 'give', 'us', 'hotel', 'hotlin', 'shame', '!']",negative,0
United,"['@unit', '@cheertymedad', 'buy', 'tix', '3', 'day', 'flight', ""can't"", 'transfer', 'tix', 'flaw', 'secur', 'logic', 'flaw', 'custom', 'servic']",negative,0
United,"['@unit', 'flt', 'ord', 'correct', 'per', 'dm', 'flight', 'ord', 'cvg', 'charg', 'incorrectli']",negative,0
Southwest,"['@southwestair', 'agre', '!', 'rt', '@9new', 'one', 'airlin', 'fly-away', 'favorit', 'dia', '#9newsbusi', 'http://t.co/o3wlainimi']",positive,1
American,"['@americanair', 'aa', 'load', 'peopl', 'board', '5th', 'plane', 'long', 'day', 'first', '4', 'unservic']",negative,0
United,"['@unit', 'chang', 'crazi', '!', '#youragentshavenoclu', 'http://t.co/a37n3ohokl']",negative,0
US Airways,"['@usairway', 'told', 'softwar', 'bug', 'told', 'call', 'back', 'system', 'busi', 'handl', 'call', 'clown', 'shoe']",negative,0
United,"['@unit', 'get', 'cancel', 'flightl', '10', 'hour', 'take']",negative,0
Southwest,"['@southwestair', 'call', '800', 'rep', 'pleasant', 'less', 'help', '!', 'told', 'sol', 'train', 'consist', '#cx', '!']",negative,0
United,"['@unit', 'tri', 'book', 'award', 'septemb', 'need', 'flight', '@aegeanairlin', 'show', 'even', 'w', 'mani', 'award', 'seat', 'availab']",negative,0
US Airways,"['@usairway', 'im', 'tri', 'get', 'dad', 'wheelchair', 'one', 'answer', 'dulles.w', 'tri', 'call', 'back', 'on.multipl', 'time']",negative,0
US Airways,"['@usairway', 'delay', 'flight', '3', 'time', 'cancel', 'flight', 'angri', 'rude', 'worker', 'provid', 'help', 'servic']",negative,0
Delta,"['@jetblu', 'departur', 'time', 'keep', 'get', 'late', 'flightr', ""i'll"", 'lucki', ""i'm"", 'home', '3am']",negative,0
United,"['@unit', 'custom', '✅', 'custom', 'servic', '❌', 'http://t.co/qp6aw3nlip']",negative,0
American,"['@americanair', 'full', 'flight', 'custom', 'sit', 'plane', 'wait', 'baggag', 'load', 'aa', '356', 'dfw', '2', 'hour', 'delay']",negative,0
United,"['@unit', 'made', 'way', 'airport', 'say', '’', 'fix', 'handl', 'show', 'problem', 'said', 'go', '…']",negative,0
US Airways,"['@usairway', 'feel', 'helpless', 'tanpa', 'airport', 'talk', 'someon', 'flight', 'delay', '4', 'time', 'need', 'help', 'miss', 'connect', 'prob']",negative,0
American,"['@americanair', 'lost', '3', 'piec', 'bag', 'deliv', '36', 'hour', 'lie', 'deliv', 'still', 'refund', 'never']",negative,0
Southwest,"['@southwestair', 'min', 'answer', 'wife', 'babi', 'need', 'get', 'flight', 'arriv', '2', 'hr', 'prior', 'pleas', 'help', 'venetia', 'crook']",negative,0
US Airways,"['@usairway', 'well', 'go', 'help', ""i'vebeen"", 'hold', '3', 'hr', 'client', 'want', 'ff', 'nbr', 'record', ""he'"", 'elit', 'waa']",negative,0
US Airways,"['@usairway', ""i'v"", 'hold', 'hour', 'well', 'custom', 'servic', 'depart', '#weak']",negative,0
Delta,"['@jetblu', 'gorgeou', 'day', 'hope', 'flight', 'back', 'tomorrow', 'pleasant', '!', 'thank']",positive,1
Delta,"['@jetblu', 'thank', 'quick', 'respons', '!', 'finger', 'cross', 'plane', 'get']",positive,1
US Airways,"['@usairway', 'flight', 'us558', 'got', 'cancel', 'flightl', '2/16', 'due', 'lack', 'flight', 'crew', 'told', ""i'd"", 'reimburs', 'hotel', 'contact']",negative,0
Virgin America,"['@virginamerica', 'love', 'team', 'run', 'gate', 'e9', 'la', 'tonight', 'wait', 'delay', 'flight', 'kept', 'thing', 'entertain']",positive,1
Delta,"['@jetblu', 'serious', 'solut', 'exactli', 'help', '5', 'year', 'old', ""there'"", 'problem', 'plane', 'http://t.co/vpdrplxj5a']",negative,0
American,"['@americanair', 'assist', 'help', 'frustrat', 'disappoint', 'experi', 'w', 'small', 'children', 'inconveni']",negative,0
United,"['@unit', 'fli', 'unit', 'check', 'baggag', '!', 'never', 'find', '!']",negative,0
US Airways,"['@usairway', 'haha', 'inde', 'great', 'day', '!']",positive,1
Southwest,"['@southwestair', 'alreadi', 'sign', '!', 'thank', '!', 'look', 'forward', 'tri', 'southwest', 'experi']",positive,1
American,"['@americanair', 'rtw', 'planner', 'spec', 'circl', 'pacif', 'let', 'even', 'plan', 'demo', 'rout', 'websit']",negative,0
Southwest,"['@southwestair', 'luv', 'companion', 'pass', '!']",positive,1
American,"['@americanair', 'delay', 'know', 'get', 'credit', 'anybodi', 'back', 'supervisor', 'cut', 'speak']",negative,0
Southwest,"['@southwestair', ""what'"", 'yall', 'corpor', 'number', 'bc', 'yall', 'tri', 'accommod', '!', '!', '!']",negative,0
American,"['@americanair', 'ramper', 'gate', 'b40', 'dfw', 'wait', 'marshal']",negative,0
United,"['@unit', 'board', ""can't"", 'agent', 'phone', 'take', 'care', '1k', 'travel', 'link', 'reserv', '!', '!', '!']",negative,0
Delta,"['@jetblu', 'awe', 'guy', 'great', ""can't"", 'wait', 'travel', 'soon', '!', '!', '!']",positive,1
US Airways,"['@usairway', 'hold', '70', 'min', '3rd', 'attempt', 'get', 'receipt', 'show', 'chang', 'fee', 'upcom', 'flight', 'pleas', 'help', '!']",negative,0
Southwest,"['@southwestair', 'abl', 'chang', 'flight', 'without', 'fee', '...', 'oh', 'two', 'free', 'check', 'bag', 'best', 'airlin', 'ever']",positive,1
American,"['@americanair', 'hold', 'sinc', '5am', 'one', 'get', 'airport', 'cancel', 'flight', 'flight', 'make', 'us', 'pay', 'huge', 'fee', 'chang', 'flight']",negative,0
American,"['@americanair', 'hold', 'w', 'custom', 'servic', 'line', '68', 'minut', 'phone', 'agent', '35', 'min', 'b', 'f', 'call', 'drope']",negative,0
US Airways,"['@usairway', ""i'm"", 'tire', 'pay', 'luggag', 'less', 'stellar', 'custom', 'servic', '@americanair', '#notafanofyourmerg']",negative,0
US Airways,"['@usairway', 'still', 'ignor', 'question', '#usairway', 'consist', 'provid', 'poor', 'custom', 'servic']",negative,0
United,"['@unit', 'de-ic', 'plane', 'sit', 'one', '2', 'hour', 'could', 'delay', ':/']",negative,0
United,"['@unit', 'despit', 'bag', 'make', 'newark', 'good', 'inform', 'email', 'track', 'updat', 'help', '!']",positive,1
United,"['@unit', 'rebook', '@casleah', 'split', 'take', 'differ', 'flight', 'pilot', 'ran', 'hour', 'frustrat']",negative,0
Southwest,"['@southwestair', 'sent', 'way', 'thank', 'help']",positive,1
American,"['@americanair', 'hang', 'custom', 'chanc', 'callback', 'failur', 'custom', 'servic', '1:30', 'est', 'one', 'answer', '2/2']",negative,0
US Airways,"['@usairway', 'tri', '2', 'fli', 'frm', 'dca', 'srq', 'visit', 'famili', 'member', 'hospic', '4532', 'cancel', 'flightl', 'someon', 'assist']",negative,0
American,"['@americanair', 'advis', 'turn', 'issu', 'polic', 'due', 'sexual', 'assult', 'thank', 'allow', 'plane', '!']",negative,0
Delta,"['@jetblu', 'first', 'place', 'realli', 'need', 'extra', 'stress', 'alreadi', 'terribl', 'time', 'oh', 'way', 'made', 'flight', '30']",negative,0
American,"['@americanair', 'right', 'give', 'email', 'write']",negative,0
Southwest,"['@southwestair', 'current', 'im', 'bring', '3', 'year', 'old', 'bathroom', ""i'm"", 'rush', 'flight', 'attend']",negative,0
United,"['@unit', 'million', 'miler', ""i'v"", 'delay', 'plenti', 'never', 'amateurish', 'way', '@silverairwsi', ""i'd"", 'embarrass', 'affili']",negative,0
