airline,tokens,airline_sentiment,positive
Delta,"['@jetblu', 'physic', 'imposs', 'make', 'airport', 'flight', 'schedul', 'leav', 'less', '3', 'hour']",negative,0
Delta,"['@jetblu', 'great', 'flight', 'http://t.co/e0r0nto4tr']",positive,1
Delta,"['@jetblu', 'want', 'room', 'food', 'allow', 'agent', 'refus', 'give', 'us', 'voucher', 'use', 'room', 'book']",negative,0
Delta,"['@jetblu', 'send', 'servic', 'agent', 'strand', 'passeng', 'help', '!', '!', '!', '🆘', '🆘', '🆘']",negative,0
Delta,"['@jetblu', 'hope', 'flight', 'seattl', 'boston', '2pm', 'wifi', 'first', 'one', 'entertain', '!', '#lizaapprov']",negative,0
Delta,"['@jetblu', 'good', 'hear', 'thx', 'respons']",positive,1
Delta,"['@jetblu', 'custom', 'feel', 'like', 'stick', 'airlin', 'jet', 'blue', 'travel', 'work', 'past', '5', 'year', 'never', 'seen', '70']",negative,0
Delta,"['@jetblu', 'thank', 'much', 'help', 'us', 'u', 'r', 'amaz', '!']",positive,1
Delta,"['@jetblu', '#kudo', '!', ""we'r"", 'done', 'head', 'warmer', 'weather', '!']",positive,1
Delta,"['@jetblu', ""i'v"", 'price', '8', 'year', 'know', '70', 'buck', 'seat', 'crimin', '20-30', 'understand', '#price', '#fli', '#jetblu', '#pricewis']",negative,0
Delta,"['@jetblu', 'guy', 'need', 'live', 'chat']",negative,0
Delta,"['@jetblu', 'awesom', '!', 'thank', '!', ';)']",positive,1
Delta,"['@jetblu', 'quick', 'person', 'travel', 'w', 'mosaic', 'get', 'green', 'tag', 'make', 'sens', 'end', 'waitin', '4', 'son', 'bag', 'anyway', ':/']",negative,0
Delta,"['@jetblu', 'continu', 'record', 'never', 'flight', 'leav', 'time', 'add', 'much', 'time', 'famili', 'cost', '#jetblu']",negative,0
Delta,"['@jetblu', 'guess', 'redo', 'flight', 'book', 'problem', 'ugh', '!']",negative,0
Delta,"['@jetblu', 'suck', 'oh', 'well']",negative,0
Delta,"['@jetblu', 'stand', 'cell', 'announc', 'info', '#thismosaicnothappi']",negative,0
Delta,"['@jetblu', 'someon', 'info', 'smh', 'one', 'bag', 'came', 'noth']",negative,0
Delta,"['@jetblu', 'u', 'see', ""what'"", 'hold', 'flt', '1002', 'bag', 'one', 'bag', 'came', 'noth', 'els', '10', 'minut']",negative,0
Delta,"['@jetblu', 'credit', 'right', 'account', 'instead', 'separ', 'sign', 'seem', 'pretti', 'ridicul']",negative,0
Delta,"['@jetblu', 'thank', 'updat', 'http://t.co/k7ubotmr1r']",positive,1
Delta,"['@jetblu', 'travel', 'bank', 'credit', 'go', ""can't"", 'call', 'right']",negative,0
Delta,"['@jetblu', 'thank', '!', ""i'm"", 'excit', 'fli', 'first', 'time']",positive,1
Delta,"['thank', 'u', '😘', '“', '@jetblu', '@itslaloca', 'cours', '!', 'safeti', 'alway', '1st', '!', ""we'll"", 'make', 'sure', 'handl', 'care', 'love', '!', ':)', '”']",positive,1
Delta,"['@jetblu', 'love', 'airlin', '...', 'hate', 'websit', 'tri', 'book', '2', 'ticket', '1', 'w', 'mile', '1', 'w', 'absolut', 'joke', 'need', 'lot', 'work', '!']",negative,0
Delta,"['@jetblu', 'thank', 'much', 'condol', 'quick', 'respons', 'much', 'appreci']",positive,1
Delta,"['@jetblu', 'thank', 'alicia', '!', '#exceptionalservic']",positive,1
Delta,"['@jetblu', 'ye', 'de', 'baggag', 'claim', ""i'm"", 'sad', 'baggag', 'treat', 'us', '😞', 'pleas', 'need', 'baggag']",negative,0
Delta,"['@jetblu', ""mom'"", 'baggag', 'lost', 'fli', '1557', 'fort', 'lauderdale-bogotá', 'today', 'colombian', 'employe', 'treat', 'us', 'badli', 'need', 'help', 'pleas']",negative,0
Delta,"['@jetblu', 'chang', 'made', ""son'"", 'pass', 'print', 'conf', 'mine', 'print', 'express', 'disappt', 'w', 'jetblu']",negative,0
Delta,"['@jetblu', 'cancel', 'flight', '😢']",negative,0
Delta,"['@jetblu', 'unhappi', 'custom', 'wait', '20', 'min', 'hold', 'rude', 'uncar', 'rep', 'frozen', 'acct', ""can't"", 'print', 'bdng', 'pass', '!']",negative,0
Delta,"['@jetblu', 'first', 'place', 'realli', 'need', 'extra', 'stress', 'alreadi', 'terribl', 'time', 'oh', 'way', 'made', 'flight', '30']",negative,0
Delta,"['@jetblu', 'miss', 'flight', 'book', 'flight', 'extrem', 'last', 'minut', 'due', 'famili', 'death', ""there'"", 'excus', 'attitud']",negative,0
Delta,"['@jetblu', 'seriou', 'attitud', 'fault', 'run', 'tad', 'behind', 'even', 'knew', 'name', 'flight', 'info', 'assur']",negative,0
Delta,"['@jetblu', 'fli', 'w', 'u', 'much', 'howev', 'kiosk', 'broken', 'syr', '1', 'woman', 'work', 'ticket', 'counter', '..']",negative,0
Delta,"['@jetblu', 'thank', 'chat', 'nice', 'fella', 'gave', 'lowdown']",positive,1
Delta,"['@jetblu', 'ok', 'thank', 'quick', 'respons', 'jetblu', 'still', 'best', 'comp']",positive,1
Delta,"['@jetblu', 'happi', 'custom', ""we'v"", 'wait', 'patient', 'mention', '150', 'six', 'month', 'marathon', 'train', 'need', '2', 'tmrw']",negative,0
Delta,"['@jetblu', 'wait', 'flight', 'fl', '1/2', 'marathon', 'tmrw', '4', 'chariti', 'u', 'bump', 'us', '2a', 'late', 'flightr', 'flight', 'cancel', 'flightl', 'fix']",negative,0
Delta,"['@jetblu', 'oh', 'definit', 'kind', 'fli', 'jetblu']",positive,1
Delta,"['@jetblu', 'thank', 'get', 'orlando', 'earli', '#happi']",positive,1
Delta,"['@jetblu', '#fail', 'snow', 'come', 'dc', 'area', 'tri', 'get', 'earlier', 'flight', 'refus', 'flight', '6.5', 'hour', 'delay', 'greedi', 'foolish']",negative,0
Delta,"['@jetblu', 'even', 'though', 'flight', '#226', 'much', 'need', 'hot', 'beverag', '4', 'us', 'ny-er', 'land', 'super', 'smooth', '👍', '👍', '😊', '#happytweet']",positive,1
Delta,"['@jetblu', 'websit', ""can't"", 'print', 'board', 'pass']",negative,0
Delta,"['@jetblu', 'thank', 'get', 'boston', 'earli', '@tuftsenergyconf', 'break', 'barrier', 'clean', 'energi', 'futur']",positive,1
Delta,"['@jetblu', 'thank', 'complimentari', 'upgrad', 'first', 'best', '!']",positive,1
Delta,"['@jetblu', 'ah', 'staff', 'perfect', 'morn', 'jfk', 'sleep', '!', '!', ':)']",positive,1
Delta,"['@jetblu', '@airbu', 'wow', 'awesom', 'video', 'guy', 'https://t.co/dbcvepn5qc', 'great', 'work', '#blueman', '#corevalu', '#passion', '#aerojobmarket', '#avgeek']",positive,1
Delta,"['@jetblu', '@airbu', 'wow', 'amaz', 'video', 'https://t.co/dbcvepn5qc', 'great', 'world', 'guy', '#blueman', '#corevalu', '#passion', '#aerojobmarket']",positive,1
Delta,"['@jetblu', 'today', 'famili', 'get', 'experi', '#mosaic', 'statu', 'w', '!', '#lifeisgood']",positive,1
Delta,"['@jetblu', 'yeah', ""that'"", 'done', 'defin', 'incident', 'much', 'spend', 'gear', 'trip', 'wast']",negative,0
Delta,"['@jetblu', 'guy', 'lost', 'bag', 'ski', 'gear', 'flew', 'nyc', 'ski', 'buy', 'new', 'stuff', 'tomorrow', '...']",negative,0
Delta,"['@jetblu', 'hold', '30', 'min', 'place', 'hold', 'hung', '2nd', 'time', '2', 'day', 'look', 'group', 'rate', 'bos-sju', '5-12', '5-19', '10', 'peopl']",negative,0
Delta,"['@jetblu', 'custom', 'servic', 'terribl', '#neveragain', '#flywhonotblu']",negative,0
Delta,"['@jetblu', 'delay', '1:02', '!', 'ridicul']",negative,0
Delta,"['@jetblu', 'flight', 'attend', 'suck', 'alway', 'rude', ':(', '4th', 'bad', 'experi', 'jetblu', 'tonight', ':/']",negative,0
Delta,"['@jetblu', 'say', 'person', 'delay', 'hour', 'sit', 'runway', 'wail', 'babi', ';)']",negative,0
Delta,"['@jetblu', 'flight', '672', 'delay', '9:30', '11:47', 'still', 'sit', 'runway', '15', 'minut', 'far', 'air', 'travel', 'best']",negative,0
Delta,"['@jetblu', '1242', '!', 'may', 'cri', '!']",negative,0
Delta,"['@jetblu', 'late', 'flight', 'lost', 'almost', '3', 'hour', 'bay', 'area', 'weekend', 'mention', 'two', 'hour', 'unnecessari', 'vacat', 'time', 'work', '#flt348']",negative,0
Delta,"['@jetblu', 'cours', '!', '!', '!']",positive,1
Delta,"['@jetblu', 'thank']",positive,1
Delta,"['@jetblu', '@ferrissalameh', 'love', ""jetblue'"", 'speedi', 'twitter', 'custom', 'servic']",positive,1
Delta,"['@jetblu', 'thank', 'much', 'effort']",positive,1
Delta,"['@jetblu', 'thank', 'let', 'us', 'know', 'hope', 'delay', '!']",positive,1
Delta,"['@jetblu', 'aw', '!', 'flight', 'jfk', 'honeymoon', 'delay', '1225', 'lost', 'money', 'hotel', '!', '#delayforwhat']",negative,0
Delta,"['@jetblu', 'flight', '348', 'freak', 'nightmar', 'tonight', '#sittingonthetarmac', '#delay']",negative,0
Delta,"['@jetblu', 'what', 'go', 'flight', '2034', 'delay', 'beyond', '834', 'shouldnt', 'thre', 'flight', 'switch', 'point']",negative,0
Delta,"['@jetblu', ""what'"", 'broken', 'tv', 'seat', '6f', 'flight', '1818', 'today', 'plan', 'catch', '@cav', 'game', '!', '!', '!', 'nooooo']",negative,0
Delta,"['@jetblu', 'bein', 'call', 'jetblu', 'respond', 'leav', 'number', 'call', 'back', 'think', 'jetblu', 'loos', 'custom']",negative,0
Delta,"['@jetblu', ""i'm"", 'flt', '700', 'lax', 'fll', 'ppl', 'sleep', 'id', 'rather', 'disturb', 'flight', 'tri', 'dl', 'movi', 'go', 'http://t.co/nh2i9zlzmk']",negative,0
Delta,"['@jetblu', 'thank', 'make', 'miss', 'import', 'dinner', 'tonight', '2', 'hr', 'delay', '20', 'min', 'tarmac', '...', '#worst']",negative,0
Delta,"['@jetblu', 'ye', '!', 'terra', 'blue', 'chip', 'favorit', ':)']",positive,1
Delta,"['@jetblu', ""dm'd"", 'confirm', 'code', '...', 'thank', 'help', '!', 'mommi', 'daddi', 'kid', 'appreci', '!']",positive,1
Delta,"['@jetblu', 'enough', 'hand', 'count', 'number', 'time', 'someth', 'like', 'delay', 'flight', 'guy', 'disappoint']",negative,0
Delta,"['@jetblu', 'call', 'number', 'left', 'messag', 'pass', 'along', 'messag', 'team']",negative,0
Delta,"['@jetblu', 'love', 'guy', 'sooooooo', 'much', 'ridicul', 'appreci', '!', 'servic', '!']",positive,1
Delta,"['@jetblu', 'option', 'luggag', 'assist', 'ground', 'hpn', 'flight', '2168', 'delay', '2', 'hour', '2', 'sleep', 'kid', 'land']",negative,0
Delta,"['@jetblu', 'ask', 'slc', 'checkin', 'bag', 'drop', 'found', 'dark', 'blue', 'blackish', 'fit', 'bit', 'flex', ""would'v"", 'lost', 'around', '445pm', 'mt']",negative,0
Delta,"['@jetblu', 'offici', 'favorit', 'thank', 'wonder', 'servic', 'jfk']",positive,1
Delta,"['@jetblu', 'serious', 'go', '!', 'http://t.co/mthm9waobu']",negative,0
Delta,"['@jetblu', 'news', 'flight', '122', 'pbi-boston', 'delay', 'wait', 'arriv', 'airport', 'base', 'report', '1', '1/2', 'hour', 'delay']",negative,0
Delta,"['@jetblu', 'board', ""i'm"", 'realli', 'impress', ""i'v"", 'learnt', 'valuabl', 'lesson']",negative,0
Delta,"['@jetblu', 'ye', 'file', 'claim', 'issu', '30', 'credit', 'courtesi', 'whole', 'thing', 'seem', 'except', 'uncourt']",negative,0
Delta,"['@jetblu', 'ye', 'board', '6:44', 'good', 'luck', 'push', 'wheel', 'realiti', 'dare']",negative,0
Delta,"['@jetblu', ""i'm"", 'tri', '!', ""i'm"", 'tire', 'get', 'grumpi', '!']",negative,0
Delta,"['@jetblu', 'look', 'like', 'inflat', 'car', 'seat', 'got', 'left', 'plane', 'guess', ""they'll"", 'back', 'sometim', '!', '!', '#savethoseseat']",negative,0
Delta,"['@jetblu', 'thank', '!']",positive,1
Delta,"['@jetblu', 'jan', '5', ""that'"", 'summer', 'http://t.co/tpzhjx7hbt']",negative,0
Delta,"['@jetblu', 'flight', '9:51', 'pm', 'alreadi', 'delay']",negative,0
Delta,"['@jetblu', 'must', 'alway', 'delay', 'late', 'flight', 'night', 'orlando', 'flight', '💔']",negative,0
Delta,"['@jetblu', '...', 'second', 'incid', 'lost', 'baggag', 'sent', 'dm', 'thought']",negative,0
Delta,"['@jetblu', 'mayb', 'announc', 'delay', 'sit', 'plane', 'runway', 'hour', 'take']",negative,0
Delta,"['@jetblu', 'pleas', 'come', 'indianapoli', '!']",positive,1
Delta,"['@jetblu', 'flight', '691', 'bo', 'tampa', 'takeoff', '40', 'min', 'late', 'flight']",negative,0
Delta,"['@jetblu', 'noooo', '!', '!', 'previous', 'direct', 'flight', 'fll', 'sfo', 'divert', 'la', 'arriv', 'almost', '2', 'hr', 'late', 'flightr', '👎']",negative,0
Delta,"['@jetblu', 'okay', 'thank', 'hope', 'fli', 'guy', 'soon', '!']",positive,1
Delta,"['@jetblu', 'must', 'send', 'note', '!', '!', '!', 'good', 'word', '!']",positive,1
Delta,"['@jetblu', ""can't"", 'seem', 'dm', 'guy', '..', 'jdhadp']",negative,0
Delta,"['@jetblu', 'love', 'capt', 'joe', 'flight', 'bo', 'sfo', '#633', 'fun', '!']",positive,1
Delta,"['@jetblu', 'two', 'delay', 'littl', 'proactiv', 'commun', 'goe', 'long', 'way', '#howhardcanthatreallyb']",negative,0
Delta,"['@jetblu', 'fabul', '!', 'pleas']",positive,1
Delta,"['@jetblu', 'worri', 'time', 'flew', 'termin', ""we'r"", 'take', 'thank', '!']",positive,1
Delta,"['@jetblu', 'thank', '!']",positive,1
Delta,"['@jetblu', 'poor', 'storm', 'custom', 'servic', '1hr', 'takeoff', 'delay', 'wait', 'snack', 'cart', 'rude', 'steward', 'name', 'love', 'guy', '#trueblu']",negative,0
Delta,"['@jetblu', 'departur', 'peopl', 'delay', 'get', '200', 'compens', 'time', '..']",negative,0
Delta,"['@jetblu', 'worst', 'custom', 'servic', 'airlin', 'compani', '#dontflythem']",negative,0
Delta,"['@jetblu', ""what'"", 'random', 'delay', 'flight', '1729', 'chanc', 'fals', 'alarm']",negative,0
Delta,"['@jetblu', 'lost', 'day', 'airport', 'trip', 'compens', 'inconveni', '!', '!', '!']",negative,0
Delta,"['@jetblu', 'thank', 'remind', 'older', 'flight', ""i'd"", 'taken', 'easi', 'access', 'add', 'point', 'new', 'jb', 'account', '!', 'awesom', 'servic']",positive,1
Delta,"['@jetblu', 'head', 'buffalo', '...', 'trade', 'cold', 'boston', 'colder', 'buffalo', '...', 'mayb', 'caribbean', 'next', 'time']",positive,1
Delta,"['@jetblu', 'cours', 'u', 'know', 'would', 'like', '2', 'lay', '#bedofros', 'long', ""they'r"", '#mint', 'color', '!', 'https://t.co/3qyezhjgsb', '#brandmanc']",positive,1
Delta,"['@jetblu', 'ooh', '!', 'good', 'one', '!', 'speak', '#miamor', 'know', '#iador', 'https://t.co/fwzclbvug4', 'love', '#lovesongfriday']",positive,1
Delta,"['@jetblu', 'current', 'danc', 'termin', 'love', 'stevi', '!']",positive,1
Delta,"['@jetblu', 'thank', 'jetblu', 'jetgreen', 'jetr', 'blue', 'favorit', 'color', '!', 'jet', 'blue', 'make', 'better', ':)']",positive,1
Delta,"['@jetblu', '@wsj', '#jetblu', 'treat', 'right', '#disabledtravel', 'thank', 'hassl', 'flight', '@jamaica']",positive,1
Delta,"['@jetblu', 'flight', 'book', '!', 'head', 'california', '@wikipearl', 'team', '@natprodexpo', 'march', '6-8', '!', ""can't"", 'wait', '!', '#expowest']",positive,1
Delta,"['@jetblu', 'dont', 'realli', 'know', 'mean', 'isnt', 'best', 'first-time-flying-w-a', '16mo', 'old', 'experi', 'likelihood', 'addtl', 'delay', '2nt']",negative,0
Delta,"['@jetblu', '❤', 'jetblu', 'flt', '277', 'fll', 'sfo', 'tke', '1', 'hr', 'late', 'flight', 'div', 'phx', 'got', '2', 'hr', 'late', 'flight', 'done']",negative,0
Delta,"['@jetblu', 'si', '16', 'month', 'old', 'nephew', 'last', 'night', 'flight', 'mega', 'delay', ""evening'"", 'start', 'w', 'delay']",negative,0
Delta,"['@jetblu', 'thank', '100', 'credit', '4hr', 'delay', 'tell', 'custom', 'servic', 'mean', 'lot', '#thank']",positive,1
Delta,"['@jetblu', 'go', 'bdl', 'dca', 'flight', 'yesterday', 'today', '!', 'everi', 'singl', 'one', 'get', 'delay']",negative,0
Delta,"['@jetblu', 'thank', 'alway', 'amaz', 'custom', 'servic', '!', 'bring', 'disney', 'princess', 'half', 'marathon']",positive,1
Delta,"['@jetblu', ""we'v"", 'delay', 'almost', '2', 'hr', 'take', 'jetblu', ""i'v"", 'good', 'luck', 'today', 'realli', 'frustrat']",negative,0
Delta,"['@jetblu', 'someth', ""they'r"", 'tell', 'us', '2']",negative,0
Delta,"['@jetblu', ""we'v"", 'runway', 'hour', 'water', 'pressur', 'low', 'taxi', 'back', 'mainten', '#1572']",negative,0
Delta,"['@jetblu', 'thank', 'head', '2', 'hour', 'delay', '#sarcasm', '#patienceiswearingthin', '#woof']",negative,0
Delta,"['@jetblu', 'hi', '!', 'want', 'see', 'new', 'rout', 'plan', 'year', 'newark', 'love', 'fli', 'guy', 'hope', '!']",positive,1
Delta,"['@jetblu', 'sign', 'trueblu', 'twice', 'happen', 'everyon', 'around']",negative,0
Delta,"['@jetblu', 'mechan', 'failur', 'boston', 'fault']",negative,0
Delta,"['@jetblu', '’', 'go', 'miss', 'huge', 'import', 'meet', 'constant', 'delay', '#itscostingmeincom']",negative,0
Delta,"['@jetblu', 'gr8', '#mint', 'crew', '#flight', '123', '#lax', ""they'r"", '#mintalici', '#truebluelov', '#shelleyandmarcrock', '#travel', '#air']",positive,1
Delta,"['@jetblu', 'thank', 'offer', 'servic', 'guy', '!', 'http://t.co/xdjzkc34gb']",positive,1
Delta,"['@jetblu', 'guy', 'rock', '!', '!', 'http://t.co/la397zaoay']",positive,1
Delta,"['would', 'great', '!', 'never', 'thought', ""i'd"", 'sort', ""who'd"", 'realli', 'make', 'fli', 'experi', 'bearabl', '@jetblu']",positive,1
Delta,"['@jetblu', 'thank', 'gent', 'phone', 'fix', 'bos-mco', 'flight', 'fee', 'waiver', '!', 'a320', ':)', '#flyfi', '!', 'forget', 'name', ':(']",positive,1
Delta,"['bit', 'steam', 'conjunct', 'w', 'new', '7', 'hour', 'wait', 'first', 'sat', 'bought', 'bit', 'tea', ""i'v"", 'settl', '@jetblu']",negative,0
Delta,"['@jetblu', 'success', '!', 'good', 'work', 'jetblu', 'team']",positive,1
Delta,"['@jetblu', 'great', 'flight', '!', 'great', 'view', '!', ':-)', 'http://t.co/yxn00pnoav']",positive,1
Delta,"['@jetblu', 'beauti', 'ride', 'thank', ':)']",positive,1
Delta,"['@jetblu', 'perfect', '!', 'probabl', 'need', 'coffe', 'stay', 'awak', 'night', ';)']",positive,1
Delta,"['@jetblu', 'appreci', 'done', 'end', 'make', 'right', 'still', 'unhappi', 'initi', 'incid', 'call']",negative,0
Delta,"['line', 'may', 'extra', 'long', 'secur', 'slow', 'seem', 'employe', 'quick', 'blame', 'custom', 'arriv', '3-4', 'hour', 'ahead', '@jetblu']",negative,0
Delta,"['@jetblu', 'error', 'messag', 'paper', 'ticket', 'cannot', 'servic', 'on-lin', 'pleas', 'see', 'jetblu', 'crewmemb', 'assist']",negative,0
Delta,"['@jetblu', 'inconveni', 'understat', 'like', 'tortur', 'clearli', 'go', 'wrong', 'path', 'jetblu']",negative,0
Delta,"['@jetblu', 'cling', 'safeti', 'card', 'safeti', 'realli', 'issu', 'flight', 'would', 'land', 'immedi', '. .']",negative,0
Delta,"['@jetblu', 'wait', 'line', 'time', 'told', 'crewmemb', ""there'"", 'updat', '9:30', '#3hrdelay', '#disappoint']",negative,0
Delta,"['@jetblu', 'phone', 'agent', ""can't"", 'see', 'flight', 'see', 'onlin', ""can't"", 'chang', 'ticket', 'even', 'pay', 'frustrat', '#jetblu']",negative,0
Delta,"['@jetblu', 'flight', '669', 'forc', 'return', 'ny', 'malfunct', 'land', 'countless', 'air', 'strip', 'surround', 'chi']",negative,0
Delta,"['@jetblu', 'haha', 'need', 'apolog', '😁', ""i'll"", 'flight', 'book', 'problem', 'sooner', 'late', 'flightr', 'love', 'jetblu']",positive,1
Delta,"['@jetblu', 'denver-boston', '2/10', 'flight', '994', 'boston-denv', '2/15', 'flight', '493', 'plane', '!', 'visibl', 'snack', 'crumb', 'seat', 'upon', 'board']",negative,0
Delta,"['@jetblu', 'felt', 'bit', 'like', 'ad', 'insult', 'injuri', 'sinc', ""we'll"", 'termin', '5', 'seven', 'hour', 'next', 'flight', ':/']",negative,0
Delta,"['@jetblu', 'knew', '3-4', 'hour', 'sound', 'odd', 'miss', 'flight', 'hit', 'jfk', 'hour', 'earli', 'gate', 'attend', 'told', 'us', '3-4', ':(']",negative,0
Delta,"['@jetblu', 'well', 'time', 'go', 'happen', 'safeti', 'come', '1at', 'look', 'like', ""i'll"", '2', 'look', '4', 'anoth', 'flight', '#1sttimefly']",negative,0
Delta,"['@jetblu', ""can't"", 'wait', '!', ""i'll"", 'one', ""can't"", 'contain', '😄']",positive,1
Delta,"['@jetblu', 'hope', 'want', 'earli', 'flight', 'avoid', 'airport', 'chao', 'late', 'flight', '!']",negative,0
Delta,"['@jetblu', 'big', 'thank', 'ricardo', 'olavarria', 'reagan', 'airport', 'fix', 'ticket', 'made', 'sure', 'made', ""friend'"", 'wed', '#greatservic']",positive,1
Delta,"['@jetblu', 'realli', '!', ""that'"", 'good', 'hear', '!', 'thank', 'updat', '@walls29', 'may', 'make', 'busi', 'meet']",positive,1
Delta,"['@jetblu', 'updat', 'anyth', '!', 'know', 'issu', 'front', 'wheel', 'lock']",negative,0
Delta,"['@jetblu', 'flight', '99', 'dca', '2', 'delay', ""i'm"", 'er', 'side', 'safeti', 'inconveni', 'peopl', 'connect', 'flight', '!', '!']",negative,0
Delta,"['@jetblu', 'slowest', 'board', 'process', ""i'v"", 'ever', 'experienc', 'rude', 'custom', 'servic', 'agent']",negative,0
Delta,"['@jetblu', 'need', 'get', 'act', 'togeth', '#phx']",negative,0
Delta,"['@jetblu', 'love', 'bae', '#jetba']",positive,1
Delta,"['@jetblu', 'ye', 'best', 'case', 'scenario', 'get', 'gear', 'late', 'flight', 'friday', 'earli', 'saturday', 'camp', 'start', '6am', 'tomorrow', '#toolittletool', 'flight']",negative,0
Delta,"['@jetblu', 'ca', 'weekend', 'attend', 'train', 'camp', 'thank', 'send', 'gear', 'fl', 'look', 'like', 'trip', 'wast', '#nothappi']",negative,0
Delta,"['@jetblu', 'make', 'stay', 'jfk', '2', 'late', 'flightr', 'let', 'rebook', 'without', 'make', 'pay']",negative,0
Delta,"['@jetblu', 'definit', '!']",positive,1
Delta,"['@jetblu', 'cancel', 'flight', 'flight', '670', 'last', 'minut', '!']",negative,0
Delta,"['@jetblu', ""i'm"", 'sit', 'plane', 'mani', 'predict', 'mechan', 'problem', 'still', 'onboard', 'get', 'bad', '...']",negative,0
Delta,"['@jetblu', '1503', 'flight', 'jfk', 'pr', 'got', 'door', 'open', 'frigid', 'temperatur', '#icyflight']",negative,0
Delta,"['@jetblu', '#poorservic', '#poorcommun', '#waitingsinc', '10:51', 'bag', 'frm', 'flight', '424', '!', '!', '!', '#jetblu']",negative,0
Delta,"['@jetblu', 'bag', 'hv', 'post', 'board', 'flight', '424', 'carsl', '4', 'switch', 'carsl', '5', 'comed', 'watch', 'passeng', 'run', 'frm', '1', 'othr']",negative,0
Delta,"['@jetblu', 'luggag', 'flight', '424', 'wait', 'hour', 'bag', '!', '#jetblu', '#poorservic']",negative,0
Delta,"['@jetblu', 'go', 'arriv', '10:51', 'pm', 'one', 'bag', 'unload', '!', '!', 'flight', '424']",negative,0
Delta,"['@jetblu', 'servic', 'baggag', 'jfk', 'incomprehens', 'employe', 'know', 'luggag', 'frm', 'flight', '424', 'lax', 'nyc', 'hr', 'wait']",negative,0
Delta,"['@jetblu', 'ye', 'cours', 'left', 'airport', 'kept', 'look', 'claim', 'still', 'open']",negative,0
Delta,"['@jetblu', '#669', 'stewardess', ""can't"", 'work', 'w', 'galley', 'light', '!', 'back', 'nyc', 'chang', 'light', '#fromthefrontseat', '#jetblueblu', '@anku', '@yaffasolin']",negative,0
Delta,"['@jetblu', 'great', 'thank', 'let', 'hope', '!', 'could', 'pleas', 'notifi', 'flight', '2302', 'leav', 'jfk', 'thank']",positive,1
Delta,"['@jetblu', 'left', 'apt', '10hr', 'ago', 'go', 'boston', 'sjc', ""i'm"", 'still', 'nyc', 'pleas', 'bring', 'back', 'nonstop', 'flight', '#jetblueblu']",negative,0
Delta,"['@jetblu', 'never', 'receiv', '15', 'credit', 'inoper', ""tv'"", 'sfo', 'jfk', 'flight', '2', 'week', 'ago', 'never', 'got', 'email', '...']",negative,0
Delta,"['@jetblu', 'flight', 'attend', 'angel', 'awesom', '#415', '#kudo']",positive,1
Delta,"['@jetblu', 'thank', '#loyalmosaicmemb']",positive,1
Delta,"['@jetblu', 'get', 'plane', 'wait', 'anoth', '1-2', 'hour', 'someon', '@buffaloairport', 'read', 'temp', '#tire']",negative,0
Delta,"['@jetblu', 'thank', 'much', '!', '!', '💙', '💙']",positive,1
Delta,"['@jetblu', 'awww', 'thank', 'b6', '!', 'glad', 'hear', '!', 'made', 'day', '!', 'one', 'last', 'question', 'idea', 'tail', 'oper', 'flt', '606', '2maro', ':)']",positive,1
Delta,"['@jetblu', 'appreci', 'quick', 'respons', 'one', 'go', 'outsid', 'check', 'temp', 'leav', 'buf', '#currentlysittingontarmac']",negative,0
Delta,"['@jetblu', '40', 'min', 'tell', 'us', ""can't"", 'check', 'temperatur', 'least', '2', 'hour', 'back', 'gate', 'wait', '#mosiacfail']",negative,0
Delta,"['@jetblu', 'sky', 'flight', '833', 'bo', 'sfo', 'awesom', 'crew', '!', 'helen', 'rock', '!']",positive,1
Delta,"['@jetblu', ""what'"", 'go', 'flight', '669', 'mani', 'free', 'trip', 'get', 'epic', 'inconveni', '@anku', 'http://t.co/peuc0bmij9']",negative,0
Delta,"['@jetblu', 'departur', 'time', 'keep', 'get', 'late', 'flightr', ""i'll"", 'lucki', ""i'm"", 'home', '3am']",negative,0
Delta,"['@jetblu', 'come', 'respond', 'everyon', 'els', '#wtf']",negative,0
Delta,"['@jetblu', '@ninadavuluri', '😃', 'cool']",positive,1
Delta,"['@jetblu', 'ye', '!', 'alway', 'treat', 'fli', 'guy', '!', '😊', '✈']",positive,1
Delta,"['@jetblu', 'thank', 'realli', 'would', 'prefer', 'jet', 'blue', 'guy', 'best', 'seat', 'busi']",positive,1
Delta,"['@jetblu', '@lopezlaymari', 'patron', 'respons', 'legitim', 'issu']",negative,0
Delta,"['@jetblu', 'yep', '1', 'hour', 'logan', 'gangway', 'broke', 'cabin', 'crew', 'stuck', 'plane', 'arriv', 'passeng', 'request', 'butt', 'massag']",negative,0
Delta,"['@jetblu', 'butt', 'hurt']",negative,0
Delta,"['@jetblu', 'took', 'forev', 'cater', 'get', 'flight', 'delay', 'tick', 'right']",negative,0
Delta,"['@jetblu', 'absurd', 'wait', '45min', 'flight', 'attend', 'assign', 'flight', 'late', 'flight', 'dont', 'other']",negative,0
Delta,"['@jetblu', 'safeti', 'first', '!', '!', '#lovejetblu']",positive,1
Delta,"['@jetblu', 'delay', 'flight', 'bummer']",negative,0
Delta,"['@jetblu', 'austin', 'saw', 'water', 'bottl', 'snack', 'desk', 'wait', 'passeng', '!', 'im', 'flight', 'book', 'problem', 'next', 'flight', '!']",positive,1
